start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,La información que compartas en este instrumento es anónima y sólo será usada para fines investigativos.,Nombre del Centro de Desarrollo Infantil.,NOMBRE DEL CENTRO EDUCATIVO2,NOMBRE DEL CENTRO EDUCATIVO3,NOMBRE DEL CENTRO EDUCATIVO4,"1. Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. ",Ponle un hashtag (#) o un título a tu historia:,La historia que contaste te genera,¿Con qué frecuencia sucede la situación que narraste en la historia? ,"En general, mi experiencia se relaciona con...","En general, mi experiencia se relaciona con.../La apropiación y uso de herramientas tecnológicas.","En general, mi experiencia se relaciona con.../Las formas como están organizadas las rutinas diarias.","En general, mi experiencia se relaciona con.../La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../Los momentos de alimentación de las niñas y los niños.","En general, mi experiencia se relaciona con.../El desempeño de los docentes y sus prácticas.","En general, mi experiencia se relaciona con.../La disposición intencionada de los espacios y ambientes.","En general, mi experiencia se relaciona con.../La calidad de las interacciones entre los actores.","En general, mi experiencia se relaciona con.../El acompañamiento a las transiciones de las niñas y los niños.","En general, mi experiencia se relaciona con.../La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../El trabajo colaborativo entre las y los Agentes Educativos.","En general, mi experiencia se relaciona con.../Otro",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál","Mientras escribías la historia, sentiste que","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades manuales: tejer, sembrar, cocinar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Ninguna de las anteriores","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución ","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Trabajo Colaborativo.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Sostenibilidad.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Pensamiento Crítico.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Resolución de problemas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de herramientas tecnológicas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de la Información y Comunicación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Creatividad e Innovación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Vida y Carrera.","De acuerdo con la historia que contaste, cuál fue tu rol como agente educativo/a.",_id,_uuid,_submission_time,_validation_status,_index
2020-10-21T16:10:03.214-05:00,2020-10-21T16:23:23.617-05:00,2020-10-20,Sí,2020-10-19,Nariño,,CDI SUEÑOS INFANTILES,,,,"En una casa muy pequeña vivía una linda familia super unida donde todos han vivido con amor y respeto, buscando siempre que el amor y Dios estén presente, un día estaban durmiendo y depronto empezó a caer una gran tormenta y su casita empezó a destruirse, quedaron muy mal perdiendo todos sus muebles del hogar, pero siempre unidos con respeto, y las personas de su alrededor empezaron a reunirse para ayudar esta linda familia y pudieron encontrar todo el apoyo y volver a levantar su casita para seguir viviendo con respeto y amor. se",Paco y su linda familia,Orgullo,De vez en cuando,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo,1,0,0,0,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,130680535,436f8946-9756-4b8b-8f14-6fdf800ec3a0,2020-10-21T21:23:36,,186
2020-10-21T16:42:26.667-05:00,2020-10-21T16:49:34.869-05:00,2020-10-20,Sí,2020-10-21,Nariño,,CDI CORDIALIDAD,,,,"La mayoría de los niños y niñas son felices con la idea de ir a la escuela el próximo año, demuestran entusiasmo imaginando que útiles escolares van a llevar, dibujan la escuela su lonchera, el uniforme y zapatos que pondrán.",Voy para la escuela grande,Alegría,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,N A,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130684378,5d0aff43-fb13-4862-8390-1615e7c4073b,2020-10-21T21:49:36,,187
2020-10-21T16:51:18.194-05:00,2020-10-21T17:02:55.789-05:00,2020-10-20,Sí,2020-10-21,Nariño,,CDI CORDIALIDAD,,,,Un día de trabajo al salir a la entrega de paquetes alimentarios  me sorprendió una mamita con una carta que el niño me enviaba y decía asi querida profe  gracias por no olvidarse de nosotros los niños por la pandemia y cuidarnos igual que a sus hijos  me sentí muy emocionada de sabe que estamos dejando historia en la vida de los niños,Recuerdos vividos,Orgullo,Única vez,La vinculación de las familias a las propuestas del centro infantil,0,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Me dio curiosidad e inventé la historia,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Creatividad e Innovación Vida y Carrera,0,0,0,0,0,0,1,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130686328,7c281813-5397-4a42-b523-3087d50706b7,2020-10-21T22:03:00,,153
2020-10-21T16:59:49.991-05:00,2020-10-21T17:06:27.653-05:00,2020-10-20,Sí,2020-10-21,Nariño,,CDI VIENTO LIBRE,,,,Aprender a manejar muchos niños de diferentes edades,Ser amigos por siempre,Motivación,De vez en cuando,Los momentos de alimentación de las niñas y los niños,0,0,0,1,0,0,0,0,0,0,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,Ninguna de las anteriores,0,0,0,0,0,1,Pensamiento Crítico,0,0,1,0,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130687149,d81103a9-8c8f-44d4-8ea9-6fd9b331c8c4,2020-10-21T22:06:30,,188
2020-10-21T17:18:00.671-05:00,2020-10-21T17:39:15.705-05:00,2020-10-20,Sí,2020-10-21,Nariño,,CDI LUNA PLATEADA,,,,"Habiq una vez una niña que era muy molestosa se la pasaba peliando y molestando a todos sus amigos pero un dia llegaron unos venefactores y trajeron muchos regalos y les dijeron solo vamos a regalar juguetes a los q se portan bien y todos estaban felices menos Maria Por que ella tenia mal comportamiento, entonces todos los niños dijeron no le den a Maria a ella no le den por peliona y molestosa   entonces los señores decidieron no darle nada a maria y ella se puso a lloras triste y desconsolada, entonces los niños le dijeron i miras Maria esto es pra que recuerdes la importancia de tratar bien los demas ella dijo bueno sere mejor de hora en adelante pero a los niños les dio mucha tristeza e hicieron que los venefactores le dieran un regalo mas pequeño para q no se quedara sin nada pero si que reflexionara, colorin colorado este cuento se ha terninado",#laniñacansona,Orgullo,De vez en cuando,El desempeño de los agentes educativos y sus prácticas,0,0,0,0,1,0,0,0,0,0,0,Niños/niñas,,Me dio curiosidad e inventé la historia,Ninguna de las anteriores,0,0,0,0,0,1,Resolución de problemas,0,0,0,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,130692151,946aefaa-bc7c-4230-9734-bb99f6fc69cc,2020-10-21T22:39:14,,189
2020-10-22T01:12:41.273-05:00,2020-10-22T01:16:40.329-05:00,2020-10-21,Sí,2020-10-22,Nariño,,CDI GOTITAS DE AMOR,,,,El sentimiento de impotencia frente a la negativa de los padres de familia a la hora de enviar las evidencias de las experiencias,Impotencia,Impotencia ,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil,0,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo Resolución de problemas Manejo de herramientas tecnológicas Manejo de la Información y Comunicación Creatividad e Innovación,1,0,0,1,1,1,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130754223,41e90d65-c2b1-44d1-a5d6-e20d106d2105,2020-10-22T06:16:42,,201
2020-10-22T21:29:00.962-05:00,2020-10-22T22:16:10.688-05:00,2020-10-21,Sí,2020-10-22,Nariño,,CDI SUEÑOS INFANTILES,,,,"Al llegar a la institución me encontré con un grupo de compañeras atentas a las cuales admiro y agradezco por haberme brindado su compañerismo. A veces sin conocer dudamos de las capacidades de los demás simplemente por ser nuevos trabajadores o porque no tienen la experiencia en lo propuesto. Al compartir vivencias y prácticas laborales nos damos cuenta que todos somos capaces, por muy dificill que sean los retos todo se puede lograr.",Compañerismo,Motivación,De vez en cuando,El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,0,0,0,1,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",131168316,c8ad9ed8-144e-49a7-9575-dd8ecb1b7beb,2020-10-23T03:16:13,,219
2020-10-22T21:38:43.842-05:00,2020-10-22T22:27:51.388-05:00,2020-10-21,Sí,2020-10-22,Nariño,,CDI SUEÑOS INFANTILES,,,,"A través de la pandemia mi trabajo presencial cambio y reemplazado por las llamadas telefónicas diarias, durante este tiempo hemos aprendido a vivir las diferentes situaciones de la familia atravesó de la comunicación telefónica. Una vez le tocó a las familias hacer un vídeo donde contaban la experiencia que habían tenido con 3l agente educativo y el programa durante la pandemia y se expresó en el vídeo fue algo  tan bonito que a mi me conmovió y se me aguaron los ojos de emoción por el reconocimiento que está familia daba al acompañamiento que yo le estaba brindando y darme cuenta de todo el bienestar que uno puede brindarle a una persona o familia tan sólo con una llamada en estos momentos difíciles que estamos viviendo. Es placentero para mi saber que lo que estoy haciendo le sirve a otras personas para tener esperanza que abra un mañana mejor.",Bienestar a través de una palabra cariñosa,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores,0,0,1,0,1,0,1,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,131169729,7047ca47-7ace-4695-b88e-364cdf933cc1,2020-10-23T03:28:03,,220
2020-10-22T22:11:45.442-05:00,2020-10-22T22:34:09.520-05:00,2020-10-21,Sí,2020-10-22,Nariño,,CDI UNION VICTORIA,,,,"En mi poca experiencia laboral dentro de programas infantiles eh tenido una gran acogida por parte de mis compañeros y la comunidad, por motivos de pandemia la humanidad tuvo un cambio y nos tocó modificar nuestra manera de trabajar, en su inicio fue difícil pero hoy por hoy la experiencia vivida fue muy buena tuvimos una gran aceptación por parte de la comunidad y un alto rendimiento con nuestros superiores.",Satisfacción ante una dificultad,Orgullo,Única vez,La apropiación y uso de herramientas tecnológicas ,1,0,0,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,Ninguna de las anteriores,0,0,0,0,0,1,Manejo de herramientas tecnológicas,0,0,0,0,1,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,131170639,c743d8ec-3f9f-4f82-96e1-9bada6a1cf1a,2020-10-23T03:34:11,,222
2020-10-22T22:38:18.445-05:00,2020-10-22T23:38:50.960-05:00,2020-10-21,Sí,2020-10-22,Nariño,,CDI UNION VICTORIA,,,,"Hola grupo ,en realidad les comenta mi experiencia ,me complace trabajar con estos pequeñines,para mi es nuevo y gratificante ,sobre todo lo del confinamiento,trajo sus pro y sus contra ,al principio fue muy enriquecedor porque permanecía en constante comunicación con las familias,les hablaba con más confianza como si nos conociéramos hace rato,los trabajos con sus niños fueron creativos y emocionantes,pero con el transcurrir del tiempo ,se volvieron apáticos, ya no contestaban las llamadas ,que no tenían con que recargar ,no tenían trabajo y me quedé con pocas familias para el desarrollo de las tareas,todo se volvió como muy monótono, aunque todavía estamos prestos de motivar a las familias hasta el final ,algo que también me gusto fue el compartir con el programa de fortalecimiento,aprendizajes,dudas,y sobre todo a tener y darle mucha importancia a nuestras ideas,para ampliar el conocimiento y poder llevarlo a la práctica en cualquier ámbito de nuestro diario vivir",El experimento creativo,Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias El desempeño de los agentes educativos y sus prácticas El trabajo colaborativo entre los agentes educativos ,0,1,0,0,1,0,0,0,0,1,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades manuales: tejer, sembrar, cocinar.",1,1,1,1,0,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación,1,0,0,1,0,1,0,0,Potenciar el desarrollo de los niños y las niñas.,131177976,8f50374c-e59b-4ce1-b433-df340b1f143d,2020-10-23T04:39:00,,224
2020-10-22T22:49:52.314-05:00,2020-10-22T23:00:57.316-05:00,2020-10-21,Sí,2020-10-22,Nariño,,CDI LUNA PLATEADA,,,,"Se realiza acompañamiento a una failia que la madre trabaja todo el día y deja a su hijo con la abuela, la madre no responde por las experiencias pedagógicas por falta de tiempo, el agente psicósocial se contacta con ella la orienta y la familia acepta y se compromete a mejorar, la nutricionista y docente hablan con la coordinadora para retirar el niño ya que no x mole con",El respeto por la diferencia,Impotencia ,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil,0,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,Ninguna,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Vida y Carrera,0,0,0,0,0,0,0,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,131173726,16126190-2fd4-4cc0-b7ea-a46bbec81a56,2020-10-23T04:01:17,,223
2020-10-23T07:07:14.488-05:00,2020-10-23T07:30:29.226-05:00,2020-10-22,Sí,2020-10-23,Nariño,,CDI LUNA PLATEADA,,,,"Hola o tengo historia alguna que manifestar por mi corto tiempo en el CDI, pero puedo decir es que desde mi experiencia como psicosocial ha sido buena debido a actividades significativas con el trabajo con los sistemas familiares y encuentros con mis compañeras, en verdad tengo poco tiempo de laborar en la unidad de servicio Chiquitos Alegres, pero me sentido na gusto con lo que he realizado. Todo en beneficio de de las niñas y niños y su desarrollo integral.",Experiencia,Motivación,Todo el tiempo,El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,0,0,0,1,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Creatividad e Innovación,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,131286598,b094731d-2245-4c74-a257-8c79c1a950db,2020-10-23T12:30:31,,226
2020-10-23T07:15:59.739-05:00,2020-10-23T07:21:16.419-05:00,2020-10-22,Sí,2020-10-23,Nariño,,CDI BUENOS AIRES ,CDI GOTITAS DE AMOR,,,"Para mi rol como psicosocial es bastante significativo ver, que a pesar de la NO presencialidad, los agentes educativos (todos) han buscado de mi apoyo en sus dificultades laborales, familiares, problemas de comunicación con su equipo y cómo ello deteriora la motivación. Para mi es valioso poder aportar a la sana convivencia, a la escucha y apoyo de mi equipo de trabajo, y que ellos sientan que siempre estoy en disposición de seguirlo haciendo.",Amor por lo que se hace,Tranquilidad,Todo el tiempo,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Pensamiento Crítico Resolución de problemas Manejo de la Información y Comunicación,0,0,1,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,131283065,dedcb5b2-d210-4ffa-890a-a0afa06e4f7e,2020-10-23T12:21:16,,225
2020-10-23T08:22:32.249-05:00,2020-10-23T08:33:14.127-05:00,2020-10-22,Sí,2020-10-23,Nariño,,CDI BUENOS AIRES,,,,"A las 5:30 AM comienza un día de entrega de paquetes alimentarios, ella se organiza para salir desde su casa en un recorrido aproximado de una hora, al llegar al centro infantil saludos con euforia y cariño desde lejos todas sus compañeras , es difícil no poder dar un abrazo fuerte. A las 7:00 AM comienzan a llegar las familias por su paquete alimentario y su kit de experiencias, le llama la atención una familia humilde y gentil que entrega a una agente educativa un yogurt artesanal hecho con sus propias manos y como muestra de agradecimiento. Al pasar la mañana y con la llegada de la hora de almuerzo , varias profes comparten el momento de almuerzo entre risas e historias , no hay nada mejor que este momento, pasadas las 3:00 pm, ya todas muy cansadas llega la última familia, de nuevo se vive un gran momento por haber finalizado las entregas con éxito,más adelante llega el momento de organizar , siempre entre historias y risas, esos momentos ella los disfruta demasiado, pero como nada dura para siempre, a las 4:00 pm sale para su casa, cansada pero con la satisfacción del deber cumplido.",#Volveremos,Alegría,De vez en cuando,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo Resolución de problemas Vida y Carrera,1,0,0,1,0,0,0,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",131311046,69daeb38-b3a9-446b-87de-714c51ea9a94,2020-10-23T13:33:24,,227
2020-10-23T08:32:44.561-05:00,2020-10-23T08:39:29.690-05:00,2020-10-22,Sí,2020-10-23,Nariño,,CDI BUENOS AIRES,CDI GOTITAS DE AMOR,,,"Este 2020 fue año atípico, lo cual debimos superar demasiados obstáculos, todos estos obstáculos se veían como una utopía, pero era necesario calmarse generar una hoja de ruta para así lograr todo lo propuesto y requerido por las obligaciones laborales, todo esto hace referencia a que debemos ser mejores personas para no cargar a las demás personas, ya que todos tenemos nuestra propia cruz. En resumidas palabras el 2020 nos dejo una gran enseñanza, somos una parte inferior que a pesar de todo lo que se nos presente sabremos buscar la mejor salida, tanto como personas como sociedad. Pero eso no es todo también vimos la peor parte de la humanidad, sin querer ayudar al prójimo que lo necesita.",#2020ungranreto,Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias,0,1,0,0,0,0,0,0,0,0,0,Otro,Mi propia persona,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas,1,0,1,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,131313465,47653c20-9455-420d-8420-c763e2ffcb61,2020-10-23T13:39:30,,228
2020-10-23T11:28:06.597-05:00,2020-10-23T11:41:52.834-05:00,2020-10-22,Sí,2020-10-23,Nariño,,CDI ONCE DE NOVIEMBRE,,,,Lo mas gratificante de mi trabajo es el reconocimiento de todos esos niños que han pasado por el proceso de aprendizaje y yo he sido su guia. Despues de tantos años y tantos niños me los encuentro en la calle y apezar de q son ya personas adultas algunos con hijos y familia me reconocen y me identifican donde quiera q me encuentren no importa la raza la edad pero siempre vuelven a saludarme a darme un abrazo con ese cariño y amor de agradecimiento por haber sembrado esa semilla de esperanza y superacion en sus vidas eso es lo mas gratificante para mi.,#recordaresvivirconamor,Motivación,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Resolución de problemas,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,131411829,64227e3c-24de-4c1d-8c6f-a1d045fd6e26,2020-10-23T16:41:55,,230
2020-10-23T12:13:12.493-05:00,2020-10-23T12:24:05.124-05:00,2020-10-22,Sí,2020-10-23,Nariño,,CDI VIENTO LIBRE ,CDI ONCE DE NOVIEMBRE,,,Con el proceso educativo ha tenido la oportunidad de conocer y aprender de nuevos conocimientos experiencias con mis pequeños y sus papitos ya que cada día no enriquecemos de nuevas experiencias,Mi trabajo en cuarenta,Orgullo,Todo el tiempo,La apropiación y uso de herramientas tecnológicas  La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil Los momentos de alimentación de las niñas y los niños El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños La documentación de las experiencias realizadas en el centro infantil El trabajo colaborativo entre los agentes educativos ,1,1,1,1,1,1,1,1,1,1,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar. Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",1,1,1,0,1,0,Trabajo Colaborativo Sostenibilidad Pensamiento Crítico Manejo de herramientas tecnológicas Manejo de la Información y Comunicación Creatividad e Innovación,1,1,1,0,1,1,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,131433418,7985e4c9-caa1-421c-866a-6170fa78ea48,2020-10-23T17:24:08,,231
2020-10-29T09:38:45.519-05:00,2020-10-29T09:45:43.665-05:00,2020-10-28,Sí,2020-10-27,Nariño,,CDI UNION VICTORIA,,,,"Mi experiencia en el centro educativo ha sido de mucho aprendizaje , porque los niños le enseñan a uno a descubrir cosas , a sensibilizarse a no perder ese niño que llevamos dentro",no perder el niño que llevamos dentro,Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil Los momentos de alimentación de las niñas y los niños El desempeño de los agentes educativos y sus prácticas La disposición intencionada de los espacios y ambientes La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,0,1,1,1,1,1,1,1,0,1,0,Niños/niñas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Resolución de problemas Creatividad e Innovación,1,0,0,1,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,133472413,8c3a8637-3edd-450e-a879-dd23a03419fd,2020-10-29T14:45:44,,280
2020-10-29T09:38:46.957-05:00,2020-10-29T09:57:39.072-05:00,2020-10-28,Sí,2020-10-27,Nariño,,CDI UNION VICTORIA,,,,"La experiencia en el centro de desarrollo infantil siempre son eriquecedoras por el trabajo en equipo que se realiza para poder dar a lo niños lo mejor de cada uno , para que su desarrollo sea optimo.",Los niños del futuro,Motivación,Todo el tiempo,La forma como están organizadas las rutinas diarias La vinculación de las familias a las propuestas del centro infantil Los momentos de alimentación de las niñas y los niños El desempeño de los agentes educativos y sus prácticas La calidad de las interacciones entre los actores El acompañamiento a las transiciones de las niñas y los niños El trabajo colaborativo entre los agentes educativos ,0,1,1,1,1,0,1,1,0,1,0,Niños/niñas,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Sostenibilidad Pensamiento Crítico Resolución de problemas Creatividad e Innovación Vida y Carrera,1,1,1,1,0,0,1,1,Potenciar el desarrollo de los niños y las niñas.,133476672,6db3ebbd-8d10-4523-a5dd-cb24fb161961,2020-10-29T14:57:39,,281
